16c.jpg	16c.jpg
17c.jpg	17c.jpg
18c.jpg	18c.jpg
Death warrant.jpeg	Death_warrant.jpg
1U8A1283-01.jpeg	1U8A1283-01.jpg
19c.jpg	19c.jpg
Richard-Doddridge-Blackmore.jpg	Richard_Doddridge_Blackmore.jpg
cherries.jpg	Cherries.jpg
braddon family.jpg	Braddon_family.jpg
Beaney copy - Scaled and adjusted.jpg	Beaney.jpg
sidneycooper.jpg	Sidney_Cooper.jpg
Broadstairs.jpg	Broadstairs.jpg
Bishopsbourne%20Village%20Hall%20-%20memorial%20plaque%20to%20Conrad%203%20MJC.jpg	Bishopsbourne_Village_Hall_-_memorial_plaque_to_Conrad_3_MJC.jpg
ErebusandTerror.jpg	Erebusand_Terror.jpg
Rear of Oswalds - Bishopsbourne MJC.jpg	Rear_of_Oswalds_-_Bishopsbourne_MJC.jpg
Snargate St Dover 1830.jpg	Snargate_St_Dover_1830.jpg
Down%20House%20banner.jpg	Down_House_banner.jpg
DoverCastle.jpg	Dover_Castle.jpg
FortAmherst.jpg	Fort_Amherst.jpg
leasonawindyday.jpg	Leas_on_a_windyday.jpg
library indicator1.jpg	Library_indicator__1.jpg
kippsinfolkestonelibrary.jpg	Kipps_in_Folkestone_library.jpg
franklin.jpg	Franklin.jpg
erebus.jpg	Erebus.jpg
Franklinpub.jpg	Franklin_pub.jpg
Hoodenhorse.jpg	Hooden_horse.jpg
hoodeners.jpg	Hoodeners.jpg
Dorothy-Jordan-as-Lucy-in-The-Virgin-Unmasked.jpg	Dorothy_Jordan_as_Lucy_in_The_Virgin_Unmasked.jpg
King-William-IV.jpg	King_William_IV.jpg
orangestreet MJC.jpg	Orange_Street_MJC.jpg
Dorothy-Jordan-in-the-character-of-the-Country-Girl.jpg	Dorothy_Jordan_in_the_character_of_the_Country_Girl.jpg
Bettison's Library, Hawley Square, Margate, 1820.jpg	Bettison's_Library,_Hawley_Square,_Margate,_1820.jpg
jordan.JPG	Jordan.jpg
bettisonslibrary.jpg	Bettisons_library.jpg
Margatefromtheparade.JPG	Margate_from_the_parade.jpg
distantMargate.jpg	Distant_Margate.jpg
AViewatMargatemaps_k_top_17_4_d.jpg	A_view_at_Margate_maps_k_top_17_4_d.jpg
lovemist.jpg	Lovemist.jpg
Mary Price on Dover Beach.jpg	Mary_Price_on_Dover_Beach.jpg
TurnerDoverD18185410.jpg	Turner_Dover_D18185410.jpg
Margatefromtheparade.jpg	Margate_from_the_parade.jpg
arrivalofbelgiansFMuseum.jpg	Arrival_of_Belgians_FMuseum.jpg
The_Kent_coast_(IA_kentcoast00lewirich).jpg	The_Kent_coast_(IA_kentcoast00lewirich).jpg
Down House banner.jpg	Down_House_banner.jpg
Bleak House Broadstairs MJC.jpg	Bleak_House_Broadstairs_MJC.jpg
sissinghurstpostcard.jpg	Sissinghurst_postcard.jpg
ballards.jpg	Ballards.jpg
hedgecutting.JPG	Hedge_cutting.jpg
neargoudhurst.jpg	Near_Goudhurst.jpg
redlandscape.jpg	Red_landscape.jpg
copden.jpg	Copden.jpg
copden1974.jpg	Copden_1974.jpg
folkestone.jpg	Folkestone.jpg
scullsgate.jpg	Scullsgate.jpg
cohenstudio.jpg	Cohen_studio.jpg
walmerlifeboat.jpg	Walmer_lifeboat.jpg
20c.jpg	20c.jpg
The Doorway of England A80069-72.jpg	The_Doorway_of_England_A80069-72.jpg
White Feather play.jpg	White_Feather_play.jpg
OasthousesMJC.jpg	Oast_houses_MJC.jpg
Hop pickers.jpg	Hop_pickers.jpg
Jarman2.jpg	Jarman2.jpg
feather-1228678_1920.jpg	Feather_1228678_1920.jpg
Tony Archaeologist.jpg	Tony_Archaeologist.jpg
1936 R2-12 Our truck Tony and Joao.jpg	1936_R2-12_Our_truck_Tony_and_Joao.jpg
1937 Angola Jemima stuck.jpg	1937_Angola_Jemima_stuck.jpg
thumbnail_Richborough Ferry 1916-19 PC19-077.jpg	Richborough_Ferry_1916-19_PC19-077.jpg
thumbnail_Unloading Train Ferry 1919.jpg	Unloading_Train_Ferry_1919.jpg
chaucerhotel.jpg	Chaucer_hotel.jpg
sissinghurst2.jpg	Sissinghurst__2.jpg
christopherstjohn.jpg	Christopher_St_John.jpg
sissinghurstcover.jpg	Sissinghurst_cover.jpg
Roman Pharos.jpg	Roman_Pharos.jpg
brooke.jpg	Brooke.jpg
tourtelcantmus.jpg	Tourtel_cantmus.jpg
tourtel4cantmus.jpg	Tourtel_cantmus__4.jpg
tourtel3cantmus.jpg	Tourtel_cantmus__3.jpg
tourtel2cantmus.jpg	Tourtel_cantmus__2.jpg
tourtel5cantmus.jpg	Tourtel_cantmus__5.jpg
tourtelgrave.jpg	Tourtel_grave.jpg
GettyImages-1053502770 Gladys Waterer1.jpg	Gladys_Waterer__1.jpg
RomanFolkestone by Winbolt MJC.jpg	Roman_Folkestone_by_Winbolt_MJC.jpg
Roman Folkestone inside MJC.jpg	Roman_Folkestone_inside_MJC.jpg
cherry.jpg	Cherry.jpg
Kent Maps Mermaid Transparent.jpg	Kent_Maps_Mermaid_Transparent.jpg
eliot5.JPG	Eliot__5.JPG
thumbnail_margate.jpg	Margate.jpg
21c.jpg	21c.jpg
Waterstones March 2021 MJC.jpg	Waterstones_March_2021_MJC.jpg
Waterstones Nigella Lawson.jpg	Waterstones_Nigella_Lawson.jpg
